id,email,birth_date,birth_date_year,sex,province,location,distance,steps,latitude,longitude
945,hyeonugim@hotmail.com,1997-08-23,1997,남자,경상북도,경기도 성남시 분당구 정자동,2799,3834,37.36263671,127.1146307
946,ganggwangsu@hotmail.com,1954-10-02,1954,남자,충청북도,경기도 안양시 동안구 호계동,3240,4438,37.39050639,126.9502273
947,sanghyeon49@dreamwiz.com,1979-04-25,1979,남자,서울특별시,충청북도 청주시 서원구 사직1동,7017,9613,36.64133985,127.4816081
948,egim@hotmail.com,1972-09-09,1972,여자,경기도,인천광역시 부평구 부평6동,4576,6268,37.48531265,126.7264046
949,jiweon32@hotmail.com,2002-11-16,2002,남자,충청북도,서울특별시 영등포구 여의도동,2990,4096,37.52580566,126.9266096
950,seohyeonbag@daum.net,2004-11-08,2004,남자,경기도,인천광역시 부평구 부평6동,3854,5279,37.48531265,126.7264046
951,simseunghyeon@nate.com,1982-08-30,1982,남자,강원도,경기도 고양시 일산구 마두1동,5174,7088,37.65784007,126.7773061
952,yeonghwangim@naver.com,2003-12-31,2003,여자,경상북도,인천광역시 부평구 부평6동,4199,5752,37.48531265,126.7264046
953,junseosong@hotmail.com,1999-04-03,1999,남자,경기도,경기도 성남시 수정구 수진동,6351,8700,37.44038658,127.1326937
954,seongmin81@naver.com,1959-08-15,1959,남자,강원도,서울특별시 송파구 잠실동,7860,10767,37.50455782,127.0865691
955,hwangyeonggil@live.com,2002-08-03,2002,남자,충청남도,경기도 안양시 동안구 관양동,4061,5563,37.39718489,126.978675
956,gimeunji@dreamwiz.com,1974-03-12,1974,여자,강원도,서울특별시 송파구 잠실동,2739,3752,37.50455782,127.0865691
957,yangyeongja@dreamwiz.com,1956-07-10,1956,남자,서울특별시,충청북도 청주시 서원구 사직1동,8152,11167,36.64133985,127.4816081
958,seonghun78@hanmail.net,1998-08-26,1998,남자,경기도,인천광역시 부평구 부평6동,7895,10815,37.48531265,126.7264046
959,seongminhan@hanmail.net,1957-11-04,1957,남자,경상북도,경기도 성남시 수정구 수진동,4613,6319,37.44038658,127.1326937
960,myeongsug03@daum.net,2009-01-17,2009,여자,경기도,인천광역시 부평구 부평6동,5416,7419,37.48531265,126.7264046
961,minjae03@live.com,1961-03-16,1961,남자,충청남도,울산광역시 중구 성안동,8223,11265,35.57906778,129.3224268
962,ogsun77@dreamwiz.com,1958-01-23,1958,남자,충청남도,경기도 성남시 수정구 신흥동,4585,6281,37.43973017,127.1446639
963,jeongsunbag@daum.net,1988-12-21,1988,남자,전라남도,경기도 안양시 동안구 관양동,5001,6850,37.405859,126.9586544
964,uhong@daum.net,1951-12-29,1951,여자,전라남도,부산광역시 부산진구 전포제1동,5235,7171,35.15355474,129.0675338
965,munsunog@hanmail.net,2004-07-24,2004,남자,경상남도,대전광역시 유성구 원신흥동,4995,6842,36.34247821,127.3429369
966,tgim@nate.com,1985-11-11,1985,남자,전라남도,울산광역시 중구 성안동,2780,3808,35.57906778,129.3224268
967,hyeonjijang@hanmail.net,1973-10-30,1973,남자,충청남도,경상남도 거제시 장승포동,3208,4395,34.85677719,128.7203081
968,jaeho10@nate.com,1961-09-25,1961,여자,경기도,경상남도 거제시 장승포동,3576,4899,34.85677719,128.7203081
969,yeonghyigweon@dreamwiz.com,1980-01-01,1980,남자,경기도,부산광역시 서구 부민동,3105,4254,35.10557476,129.0180691
970,rhwang@daum.net,2008-09-25,2008,남자,서울특별시,충청북도 제천시 화산동,4945,6774,37.12914435,128.2094095
971,seonyeonggim@hanmail.net,2000-09-23,2000,남자,충청남도,경기도 성남시 중원구 상대원동,8613,11798,37.44275172,127.1669886
972,seunghyeongim@live.com,1999-02-24,1999,여자,경상남도,대전광역시 유성구 원신흥동,3713,5086,36.34247821,127.3429369
973,fcoe@gmail.com,1982-11-09,1982,남자,전라북도,경상남도 거제시 장승포동,2964,4060,34.85677719,128.7203081
974,ksong@nate.com,1995-12-18,1995,남자,경기도,인천광역시 부평구 부평6동,6040,8274,37.48531265,126.7264046
975,yeweon55@gmail.com,1991-10-08,1991,남자,경기도,인천광역시 부평구 부평6동,3162,4332,37.48531265,126.7264046
976,ihaeun@gmail.com,1964-01-29,1964,여자,전라남도,부산광역시 부산진구 부전제1동,7712,10564,35.16360753,129.0629884
977,fi@nate.com,2004-04-05,2004,남자,충청남도,서울특별시 영등포구 여의도동,6980,9561,37.52580566,126.9266096
978,lseo@hanmail.net,1982-11-17,1982,남자,전라북도,경상남도 밀양시 내일동,5466,7488,35.49161857,128.751797
979,siu19@hotmail.com,1969-08-29,1969,남자,경상남도,대전광역시 유성구 원신흥동,6488,8888,36.34247821,127.3429369
980,qi@hotmail.com,1954-10-05,1954,여자,전라북도,경기도 안양시 동안구 호계동,3332,4564,37.39050639,126.9502273
981,gimyeonghyi@naver.com,1999-09-19,1999,남자,전라북도,경기도 성남시 수정구 신흥동,7339,10054,37.43973017,127.1446639
982,hyeonui@hotmail.com,1951-03-10,1951,남자,경기도,인천광역시 부평구 부평6동,4939,6766,37.48531265,126.7264046
983,migyeong26@gmail.com,1986-12-06,1986,남자,전라남도,대전광역시 대덕구 비래동,2913,3990,36.35213652,127.443019
984,vbag@dreamwiz.com,1998-06-25,1998,여자,충청북도,대전광역시 유성구 원신흥동,6718,9203,36.34247821,127.3429369
985,pbag@live.com,1998-08-23,1998,남자,서울특별시,충청북도 제천시 화산동,6693,9168,37.12914435,128.2094095
986,yeongho80@hotmail.com,1972-02-19,1972,남자,경상남도,대전광역시 유성구 원신흥동,4206,5761,36.34247821,127.3429369
987,gimogsun@hotmail.com,2007-03-22,2007,남자,경기도,경기도 성남시 수정구 수진동,5460,7479,37.44038658,127.1326937
988,ogsun82@daum.net,2002-10-16,2002,여자,충청북도,경기도 성남시 중원구 상대원동,6270,8589,37.44275172,127.1669886
989,hbaeg@daum.net,1991-07-02,1991,남자,경기도,인천광역시 부평구 부평6동,4004,5485,37.48531265,126.7264046
990,oi@hotmail.com,1973-01-01,1973,남자,전라남도,부산광역시 부산진구 부전제1동,6988,9572,35.16360753,129.0629884
991,ui@naver.com,1981-07-29,1981,남자,충청북도,경기도 안양시 동안구 관양동,4333,5936,37.39718489,126.978675
992,eu@hotmail.com,1982-10-21,1982,여자,강원도,서울특별시 송파구 잠실동,3057,4187,37.50455782,127.0865691
993,gangjiyeong@hanmail.net,1973-07-08,1973,남자,서울특별시,충청북도 청주시 서원구 사직1동,4474,6129,36.64133985,127.4816081
994,gyeonghyi22@hotmail.com,1988-06-27,1988,남자,경기도,경기도 성남시 수정구 신흥동,6735,9226,37.43973017,127.1446639
995,egweon@nate.com,2002-09-01,2002,남자,전라남도,대전광역시 유성구 원신흥동,7182,9839,36.34247821,127.3429369
996,yeongsun55@naver.com,1963-08-04,1963,여자,경상남도,대전광역시 유성구 원신흥동,3363,4607,36.34247821,127.3429369
997,ci@nate.com,1979-11-26,1979,남자,경상남도,대전광역시 유성구 원신흥동,7615,10432,36.34247821,127.3429369
998,hyeonju96@hotmail.com,1989-04-11,1989,남자,경상북도,경기도 안양시 만안구 안양동,5923,8114,37.38863794,126.9252441
999,yeonghyigim@naver.com,1994-07-29,1994,남자,서울특별시,충청북도 제천시 화산동,8745,11980,37.12914435,128.2094095
1000,eseong@gmail.com,1976-03-01,1976,여자,경상남도,대전광역시 유성구 원신흥동,3276,4488,36.34247821,127.3429369
1001,mijeong75@dreamwiz.com,1992-12-06,1992,남자,서울특별시,충청북도 청주시 서원구 사직1동,7138,9778,36.64133985,127.4816081
1002,hyeonuson@dreamwiz.com,1995-12-16,1995,남자,충청남도,경기도 용인시 기흥구 상하동,6366,8721,37.26065783,127.1411257
1003,jiyeonggim@daum.net,1965-10-26,1965,남자,경기도,경상북도 문경시 신기동,6425,8801,36.63477454,128.1664845
1004,seongho66@naver.com,1974-12-27,1974,여자,경기도,경기도 용인시 기흥구 상하동,3565,4883,37.26065783,127.1411257
1005,yeongsu07@nate.com,2003-09-15,2003,남자,충청북도,부산광역시 부산진구 전포제1동,6863,9401,35.15355474,129.0675338
1006,ryugyeonghyi@live.com,1982-03-28,1982,남자,경상남도,대전광역시 유성구 원신흥동,5936,8132,36.34247821,127.3429369
1007,bryu@naver.com,1980-04-21,1980,남자,경상남도,대전광역시 유성구 원신흥동,6293,8620,36.34247821,127.3429369
1008,ogsungim@nate.com,2003-07-05,2003,여자,경상북도,경기도 성남시 분당구 정자동,7225,9897,37.36263671,127.1146307
1009,gyeongsugbag@dreamwiz.com,1986-07-01,1986,남자,강원도,서울특별시 강남구 도곡동,6769,9272,37.4860498,127.0424415
1010,cunjahong@gmail.com,1973-03-06,1973,남자,전라북도,대전광역시 유성구 원신흥동,5793,7936,36.34247821,127.3429369
1011,yeweoni@naver.com,1992-08-18,1992,남자,경기도,경상남도 거제시 장승포동,7318,10025,34.85677719,128.7203081
1012,doyuncoe@live.com,1973-11-11,1973,여자,충청남도,경상남도 밀양시 내일동,5010,6863,35.49161857,128.751797
1013,yeongjin65@dreamwiz.com,1990-08-18,1990,남자,경기도,인천광역시 부평구 부평6동,5381,7371,37.48531265,126.7264046
1014,jeongsug41@nate.com,1965-06-07,1965,남자,전라북도,경기도 안양시 동안구 관양동,4241,5809,37.39718489,126.978675
1015,ryusiu@daum.net,2004-12-22,2004,남자,경상북도,경기도 성남시 수정구 수진동,6444,8827,37.44038658,127.1326937
1016,gwangsu51@live.com,1996-10-12,1996,여자,전라남도,부산광역시 서구 부민동,3573,4894,35.10557476,129.0180691
1017,ri@nate.com,1954-01-12,1954,남자,충청남도,울산광역시 중구 성안동,4938,6765,35.57906778,129.3224268
1018,myeongsuggim@dreamwiz.com,1953-08-21,1953,남자,서울특별시,충청북도 제천시 화산동,6440,8822,37.12914435,128.2094095
1019,jiu73@hotmail.com,1986-10-13,1986,남자,강원도,서울특별시 송파구 잠실동,4285,5870,37.50455782,127.0865691
1020,seongjin72@naver.com,1950-06-28,1950,여자,강원도,경기도 고양시 일산구 마두1동,4991,6837,37.65784007,126.7773061
1021,yeongsu39@gmail.com,1974-09-08,1974,남자,서울특별시,충청북도 제천시 화산동,5547,7598,37.12914435,128.2094095
1022,qan@dreamwiz.com,1977-10-15,1977,남자,강원도,서울특별시 송파구 잠실동,3918,5367,37.50455782,127.0865691
1023,bbag@live.com,1991-05-01,1991,남자,경기도,경기도 성남시 수정구 신흥동,4331,5933,37.43973017,127.1446639
1024,uyeongsig@gmail.com,1977-05-30,1977,여자,충청남도,충청북도 충주시 연수동,6243,8552,36.99301059,127.938452
1025,sanghyeon68@dreamwiz.com,1988-12-02,1988,남자,강원도,서울특별시 송파구 잠실동,7109,9739,37.50455782,127.0865691
1026,dyang@nate.com,1979-05-06,1979,남자,충청남도,부산광역시 부산진구 전포제1동,7369,10095,35.15355474,129.0675338
1027,fjeong@naver.com,2001-05-30,2001,남자,충청남도,경기도 용인시 기흥구 상하동,4357,5968,37.26065783,127.1411257
1028,oeunju@hotmail.com,1996-12-05,1996,여자,전라북도,경기도 고양시 덕양구 주교동,4417,6051,37.65683566,126.8327716
1029,jgim@live.com,1981-07-09,1981,남자,충청남도,부산광역시 부산진구 부전제1동,3703,5072,35.16360753,129.0629884
1030,iyejin@hanmail.net,1960-12-14,1960,남자,서울특별시,충청북도 충주시 문화동,5484,7512,36.97029608,127.9181995
1031,geonujang@daum.net,1950-01-26,1950,남자,충청남도,경기도 성남시 수정구 신흥동,4744,6499,37.43973017,127.1446639
1032,gimjeongsig@nate.com,1976-09-04,1976,여자,충청남도,충청북도 충주시 연수동,7225,9897,36.99301059,127.938452
1033,ejang@live.com,2007-03-30,2007,남자,서울특별시,충청북도 충주시 연수동,6208,8504,36.99301059,127.938452
1034,xi@live.com,2003-03-07,2003,남자,경기도,인천광역시 부평구 부평6동,5167,7078,37.48531265,126.7264046
1035,ii@hotmail.com,1953-04-21,1953,남자,경기도,인천광역시 부평구 부평6동,3593,4922,37.48531265,126.7264046
1036,yjo@daum.net,1999-05-05,1999,여자,충청남도,충청북도 충주시 연수동,6880,9424,36.99301059,127.938452
1037,yejun24@gmail.com,2003-04-04,2003,남자,강원도,서울특별시 강남구 도곡동,6568,8997,37.4860498,127.0424415
1038,hwangseongho@gmail.com,1966-09-22,1966,남자,경기도,인천광역시 부평구 부평6동,6989,9574,37.48531265,126.7264046
1039,yangjeongung@hotmail.com,1962-03-18,1962,남자,서울특별시,충청북도 충주시 연수동,6990,9576,36.99301059,127.938452
1040,rgim@live.com,1989-08-06,1989,여자,전라북도,경기도 성남시 중원구 상대원동,4315,5911,37.44275172,127.1669886
1041,gimyeongjin@dreamwiz.com,2000-01-10,2000,남자,경상북도,경기도 안양시 만안구 안양동,7115,9747,37.38863794,126.9252441
1042,ino@naver.com,1954-04-30,1954,남자,경기도,인천광역시 부평구 부평6동,4389,6012,37.48531265,126.7264046
1043,seoyeongo@hotmail.com,1965-04-20,1965,남자,강원도,경기도 고양시 일산구 마두1동,5527,7571,37.65784007,126.7773061
1044,seohyeonseo@hanmail.net,1973-09-23,1973,여자,전라남도,경기도 성남시 분당구 정자동,6170,8452,37.36263671,127.1146307
1045,jeonyeonggil@dreamwiz.com,1998-09-22,1998,남자,서울특별시,충청북도 충주시 문화동,5341,7317,36.97029608,127.9181995
1046,gyeongsug68@gmail.com,1972-05-08,1972,남자,충청남도,서울특별시 영등포구 여의도동,4079,5588,37.52580566,126.9266096
1047,tson@live.com,1997-07-01,1997,남자,전라북도,경상남도 거제시 장승포동,6590,9027,34.85677719,128.7203081
1048,subin08@nate.com,1958-09-25,1958,여자,충청남도,대전광역시 유성구 원신흥동,4975,6815,36.34247821,127.3429369
1049,songjimin@hanmail.net,1993-06-04,1993,남자,충청북도,서울특별시 송파구 잠실동,5598,7669,37.50455782,127.0865691
1050,hgim@dreamwiz.com,2009-06-29,2009,남자,충청남도,경기도 성남시 수정구 신흥동,3533,4840,37.43973017,127.1446639
1051,yeongceol11@nate.com,1983-10-17,1983,남자,충청남도,경기도 안양시 동안구 관양동,6829,9355,37.405859,126.9586544
1052,abag@dreamwiz.com,1963-09-10,1963,여자,전라남도,울산광역시 중구 성안동,4687,6421,35.57906778,129.3224268
1053,whong@hanmail.net,1975-05-05,1975,남자,충청북도,경기도 안양시 동안구 관양동,3409,4670,37.39718489,126.978675
1054,gimminjun@hotmail.com,1989-12-17,1989,남자,경기도,인천광역시 부평구 부평6동,5569,7629,37.48531265,126.7264046
1055,seungmin04@dreamwiz.com,1995-10-19,1995,남자,강원도,인천광역시 부평구 부평6동,7203,9867,37.48531265,126.7264046
1056,pcoe@gmail.com,1992-10-13,1992,여자,강원도,서울특별시 송파구 잠실동,5996,8214,37.50455782,127.0865691
1057,gyeongsug33@hotmail.com,1951-05-11,1951,남자,경상남도,대전광역시 유성구 원신흥동,6763,9265,36.34247821,127.3429369
1058,minjae26@naver.com,1988-08-30,1988,남자,충청남도,서울특별시 송파구 잠실동,3398,4655,37.50455782,127.0865691
1059,hyeonjunsim@daum.net,1989-07-11,1989,남자,경기도,경기도 안양시 동안구 호계동,6679,9149,37.39050639,126.9502273
1060,sumin30@hotmail.com,1977-06-15,1977,여자,경상북도,대전광역시 대덕구 비래동,3659,5012,36.35213652,127.443019
1061,sgang@live.com,1998-03-24,1998,남자,경상북도,경기도 성남시 수정구 신흥동,6578,9011,37.43973017,127.1446639
1062,jeongunggim@gmail.com,1985-07-05,1985,남자,경상북도,경기도 성남시 중원구 상대원동,4986,6830,37.44275172,127.1669886
1063,seungmingim@gmail.com,1986-01-17,1986,남자,충청남도,부산광역시 부산진구 전포제1동,5952,8153,35.15355474,129.0675338
1064,namsunja@dreamwiz.com,1968-03-11,1968,여자,전라북도,경기도 고양시 덕양구 주교동,3710,5082,37.65683566,126.8327716
1065,yeongsu11@hotmail.com,1989-03-01,1989,남자,충청북도,경기도 성남시 수정구 신흥동,6155,8431,37.43973017,127.1446639
1066,hayunson@live.com,1950-09-07,1950,남자,충청남도,경기도 성남시 수정구 신흥동,7262,9948,37.43973017,127.1446639
1067,seonghogwag@gmail.com,1987-05-23,1987,남자,경기도,인천광역시 부평구 부평6동,4476,6131,37.48531265,126.7264046
1068,wgang@naver.com,1993-01-04,1993,여자,경기도,경기도 용인시 기흥구 상하동,5426,7433,37.26065783,127.1411257
1069,hyeonjeongno@gmail.com,1959-10-29,1959,남자,경기도,인천광역시 부평구 부평6동,3671,5029,37.48531265,126.7264046
1070,sanghonam@hanmail.net,1952-09-09,1952,남자,충청북도,부산광역시 서구 부민동,5693,7798,35.10557476,129.0180691
1071,cunja42@naver.com,2003-03-16,2003,남자,서울특별시,충청북도 충주시 연수동,6524,8937,36.99301059,127.938452
1072,myeongja05@hotmail.com,1959-01-26,1959,여자,전라남도,대전광역시 대덕구 비래동,5119,7012,36.35213652,127.443019
1073,gimyeongho@gmail.com,1983-08-14,1983,남자,강원도,경기도 고양시 일산구 마두1동,5359,7341,37.65784007,126.7773061
1074,gyeonghyi97@nate.com,1967-11-07,1967,남자,전라남도,경상남도 거제시 장승포동,5287,7242,34.85677719,128.7203081
1075,gimjeonghun@daum.net,1953-12-23,1953,남자,충청남도,경상남도 거제시 장승포동,6454,8841,34.85677719,128.7203081
1076,seongsu37@live.com,1991-11-22,1991,여자,경상남도,대전광역시 유성구 원신흥동,6873,9415,36.34247821,127.3429369
1077,li@daum.net,1988-04-09,1988,남자,서울특별시,충청북도 충주시 연수동,3857,5284,36.99301059,127.938452
1078,yeongilgim@naver.com,1973-01-29,1973,남자,서울특별시,충청북도 충주시 연수동,5529,7574,36.99301059,127.938452
1079,minjun99@nate.com,1958-08-04,1958,남자,충청남도,경기도 안양시 동안구 관양동,3957,5420,37.39718489,126.978675
1080,boramhwang@naver.com,2006-10-08,2006,여자,경상남도,대전광역시 유성구 원신흥동,5383,7374,36.34247821,127.3429369
1081,baeyeeun@hanmail.net,1951-02-15,1951,남자,전라북도,경기도 성남시 수정구 신흥동,3369,4615,37.43973017,127.1446639
1082,xno@hanmail.net,2000-01-24,2000,남자,경기도,인천광역시 부평구 부평6동,3304,4526,37.48531265,126.7264046
1083,ijunyeong@hanmail.net,2003-11-22,2003,남자,경기도,대전광역시 대덕구 비래동,4164,5704,36.35213652,127.443019
1084,yeongho89@dreamwiz.com,1997-04-22,1997,여자,경기도,경기도 성남시 수정구 수진동,5394,7389,37.44038658,127.1326937
1085,qgim@nate.com,2008-06-01,2008,남자,충청남도,서울특별시 영등포구 여의도동,6948,9518,37.52580566,126.9266096
1086,zbag@hanmail.net,2009-02-02,2009,남자,경기도,인천광역시 부평구 부평6동,4454,6102,37.48531265,126.7264046
1087,hyeonju45@hanmail.net,1998-10-14,1998,남자,충청북도,경기도 성남시 수정구 신흥동,6423,8799,37.43973017,127.1446639
1088,yujunho@nate.com,1983-12-05,1983,여자,경기도,경기도 안양시 만안구 안양동,4151,5686,37.38863794,126.9252441
1089,gangsiu@nate.com,2007-07-13,2007,남자,경기도,경기도 안양시 동안구 호계동,5610,7685,37.39050639,126.9502273
1090,kgang@gmail.com,2001-12-07,2001,남자,강원도,대구광역시 북구 동천동,5480,7507,35.93201186,128.5557759
1091,oseongmin@dreamwiz.com,1967-01-31,1967,남자,경상남도,대전광역시 유성구 원신흥동,5706,7817,36.34247821,127.3429369
1092,eunjugo@naver.com,1961-03-21,1961,여자,경기도,울산광역시 중구 성안동,3462,4743,35.57906778,129.3224268
1093,ujinu@hanmail.net,1977-12-09,1977,남자,경상북도,대전광역시 대덕구 비래동,6985,9568,36.35213652,127.443019
1094,jeongnam16@hanmail.net,1955-02-08,1955,남자,충청남도,경기도 성남시 분당구 정자동,3754,5143,37.36263671,127.1146307
1095,ghwang@daum.net,1995-01-09,1995,남자,경상남도,대전광역시 유성구 원신흥동,4830,6616,36.34247821,127.3429369
1096,igim@live.com,1999-11-23,1999,여자,전라북도,경기도 안양시 만안구 안양동,5311,7276,37.38863794,126.9252441
1097,subin86@hotmail.com,1996-03-20,1996,남자,서울특별시,충청북도 충주시 문화동,6858,9395,36.97029608,127.9181995
1098,gweonyeongja@hanmail.net,1987-08-24,1987,남자,경상남도,대전광역시 유성구 원신흥동,7134,9772,36.34247821,127.3429369
1099,gyeonghyii@nate.com,1963-07-02,1963,남자,강원도,대구광역시 북구 동천동,5567,7626,35.93201186,128.5557759
1100,boram08@naver.com,1951-06-18,1951,여자,전라남도,서울특별시 영등포구 여의도동,6545,8966,37.52580566,126.9266096
1101,uogsun@live.com,1990-06-28,1990,남자,전라북도,부산광역시 부산진구 부전제1동,4465,6117,35.16360753,129.0629884
1102,seonghogim@live.com,2000-02-03,2000,남자,전라북도,서울특별시 영등포구 여의도동,4321,5919,37.52580566,126.9266096
1103,hanjunho@gmail.com,1983-07-08,1983,남자,경기도,경기도 안양시 동안구 관양동,3318,4545,37.405859,126.9586544
1104,kgim@daum.net,1984-01-29,1984,여자,충청남도,부산광역시 부산진구 전포제1동,3833,5251,35.15355474,129.0675338
1105,jieunbaeg@nate.com,2000-12-30,2000,남자,경상북도,경기도 수원시 장안구 정자1동,4879,6683,37.30549933,126.9947537
1106,yeeun43@live.com,1966-06-05,1966,남자,경상북도,경기도 안양시 만안구 안양동,7327,10037,37.38863794,126.9252441
1107,yujinjang@live.com,2006-05-25,2006,남자,전라남도,경기도 안양시 동안구 관양동,3956,5419,37.39718489,126.978675
1108,gimseoyeon@nate.com,1971-08-30,1971,여자,강원도,대구광역시 북구 동천동,5393,7387,35.93201186,128.5557759
1109,cunjajin@hanmail.net,1977-08-09,1977,남자,경상북도,부산광역시 서구 부민동,5030,6891,35.10557476,129.0180691
1110,ggim@nate.com,1960-08-19,1960,남자,전라남도,경기도 성남시 수정구 신흥동,5979,8190,37.43973017,127.1446639
1111,jeonghun63@nate.com,1992-04-22,1992,남자,경기도,인천광역시 부평구 부평6동,5993,8210,37.48531265,126.7264046
1112,dgim@hotmail.com,2008-06-11,2008,여자,전라남도,대전광역시 유성구 원신흥동,6602,9044,36.34247821,127.3429369
1113,sujin51@dreamwiz.com,1991-12-17,1991,남자,경상북도,경기도 성남시 수정구 신흥동,6826,9351,37.43973017,127.1446639
1114,qi@daum.net,1983-07-07,1983,남자,서울특별시,충청북도 충주시 연수동,5590,7657,36.99301059,127.938452
1115,jbag@naver.com,1975-01-22,1975,남자,충청북도,경상북도 문경시 신기동,6036,8269,36.63477454,128.1664845
1116,anmiyeong@live.com,1965-01-21,1965,여자,충청북도,경기도 성남시 수정구 신흥동,6396,8761,37.43973017,127.1446639
1117,jiminhan@nate.com,1969-06-22,1969,남자,충청북도,경상북도 문경시 신기동,4560,6247,36.63477454,128.1664845
1118,eunyeonggim@naver.com,2005-04-24,2005,남자,서울특별시,충청북도 충주시 문화동,5684,7786,36.97029608,127.9181995
1119,yeongsig92@dreamwiz.com,1990-08-30,1990,남자,충청북도,경기도 용인시 기흥구 상하동,4988,6833,37.26065783,127.1411257
1120,juweon02@live.com,1972-05-27,1972,여자,경기도,인천광역시 부평구 부평6동,4733,6484,37.48531265,126.7264046
1121,jeonghun89@live.com,2001-09-12,2001,남자,충청북도,경기도 안양시 동안구 관양동,3741,5125,37.405859,126.9586544
1122,migyeong71@gmail.com,1960-07-24,1960,남자,충청남도,경기도 안양시 동안구 관양동,5165,7075,37.405859,126.9586544
1123,coeogsun@hanmail.net,1951-08-20,1951,남자,서울특별시,충청북도 충주시 문화동,4043,5538,36.97029608,127.9181995
1124,ycoe@hanmail.net,2002-07-13,2002,여자,전라남도,경기도 용인시 기흥구 상하동,3343,4580,37.26065783,127.1411257
1125,hyeonju71@live.com,1963-06-19,1963,남자,충청북도,부산광역시 부산진구 부전제1동,3447,4722,35.16360753,129.0629884
1126,yeonghyibag@nate.com,1962-05-03,1962,남자,충청남도,경기도 안양시 동안구 관양동,7326,10035,37.405859,126.9586544
1127,gimjeongsig@dreamwiz.com,1960-09-04,1960,남자,경기도,부산광역시 서구 부민동,3619,4957,35.10557476,129.0180691
1128,gimdoyun@hotmail.com,1984-06-21,1984,여자,강원도,대구광역시 북구 동천동,4914,6732,35.93201186,128.5557759
1129,imminsu@gmail.com,1988-05-10,1988,남자,강원도,대구광역시 북구 동천동,5728,7847,35.93201186,128.5557759
1130,myeongsughan@live.com,1983-09-20,1983,남자,충청남도,대전광역시 대덕구 비래동,6604,9046,36.35213652,127.443019
1131,mi@naver.com,2010-01-29,2010,남자,강원도,대구광역시 북구 동천동,5782,7921,35.93201186,128.5557759
1132,coesangceol@nate.com,2010-05-18,2010,여자,경기도,인천광역시 부평구 부평6동,5381,7371,37.48531265,126.7264046
1133,gimminseo@hotmail.com,1952-04-19,1952,남자,경상남도,대전광역시 유성구 원신흥동,3678,5038,36.34247821,127.3429369
1134,nacaeweon@gmail.com,1960-07-14,1960,남자,경상남도,대전광역시 유성구 원신흥동,6852,9386,36.34247821,127.3429369
1135,jeongungi@daum.net,1987-04-24,1987,남자,전라북도,경기도 성남시 수정구 신흥동,6505,8911,37.43973017,127.1446639
1136,ni@live.com,2008-02-15,2008,여자,강원도,대구광역시 북구 동천동,4868,6669,35.93201186,128.5557759
1137,yunsugja@daum.net,1952-06-28,1952,남자,서울특별시,충청북도 충주시 문화동,5824,7978,36.97029608,127.9181995
1138,yejin39@live.com,1992-11-08,1992,남자,경상남도,대전광역시 유성구 원신흥동,7238,9915,36.34247821,127.3429369
1139,uminjun@daum.net,1959-08-04,1959,남자,전라북도,경기도 안양시 동안구 관양동,6335,8678,37.39718489,126.978675
1140,minsugo@dreamwiz.com,2000-01-25,2000,여자,서울특별시,충청북도 충주시 문화동,4328,5929,36.97029608,127.9181995
1141,migyeong02@dreamwiz.com,1951-01-27,1951,남자,경기도,대전광역시 유성구 원신흥동,6609,9053,36.34247821,127.3429369
1142,jgang@daum.net,1994-02-26,1994,남자,경상남도,대전광역시 유성구 원신흥동,5735,7856,36.34247821,127.3429369
1143,yeonghwanan@dreamwiz.com,1977-03-18,1977,남자,전라남도,울산광역시 중구 성안동,4097,5612,35.57906778,129.3224268
1144,ugim@live.com,1996-07-24,1996,여자,강원도,서울특별시 강남구 도곡동,6947,9516,37.4860498,127.0424415
1145,mi@dreamwiz.com,1972-07-23,1972,남자,경상남도,대전광역시 유성구 원신흥동,5899,8081,36.34247821,127.3429369
1146,yeweon69@daum.net,1978-10-28,1978,남자,경기도,경상남도 거제시 장승포동,6038,8271,34.85677719,128.7203081
1147,gimyeongsu@nate.com,1950-11-14,1950,남자,경상북도,경기도 안양시 만안구 안양동,5866,8036,37.38863794,126.9252441
1148,gcoe@daum.net,1975-08-03,1975,여자,경기도,인천광역시 부평구 부평6동,5847,8009,37.48531265,126.7264046
1149,hwangjimin@nate.com,1957-04-30,1957,남자,전라북도,경기도 성남시 중원구 상대원동,3919,5369,37.44275172,127.1669886
1150,yejigim@hotmail.com,1985-03-07,1985,남자,강원도,대구광역시 북구 동천동,4402,6030,35.93201186,128.5557759
1151,bagminsu@naver.com,1996-09-28,1996,남자,강원도,대구광역시 북구 동천동,4141,5672,35.93201186,128.5557759
1152,jia56@nate.com,1988-02-18,1988,여자,경상남도,대전광역시 유성구 원신흥동,4143,5676,36.34247821,127.3429369
1153,geonucoe@hotmail.com,1970-07-30,1970,남자,경상남도,대전광역시 유성구 원신흥동,6978,9559,36.34247821,127.3429369
1154,junyeonggim@naver.com,1981-05-25,1981,남자,강원도,서울특별시 강남구 도곡동,5533,7580,37.4860498,127.0424415
1155,jihyeon36@hanmail.net,1998-05-02,1998,남자,경상북도,경기도 안양시 동안구 호계동,4443,6086,37.39050639,126.9502273
1156,jihujang@hanmail.net,1989-01-07,1989,여자,경상북도,경기도 안양시 동안구 관양동,6142,8414,37.39718489,126.978675
1157,ccoe@hotmail.com,1965-07-20,1965,남자,경기도,인천광역시 부평구 부평6동,4099,5615,37.48531265,126.7264046
